Crabs
4.677623261694058
-55.67632850241546
132.15258855585833
-42.840375586854464
0.0
35.728952772073924
2.8744326777609683
-48.088235294117645
-12.747875354107649
-8.766233766233766
-9.608540925266903
24.015748031496063
6.031746031746032
-19.16167664670659
48.148148148148145
-21.75
-19.808306709265175
16.733067729083665
35.153583617747444
67.42424242424242
-31.825037707390646
69.24778761061947
-60.78431372549019
-1.0
38.38383838383838
34.54987834549878
-17.72151898734177
-18.461538461538463
60.1078167115903
-31.818181818181817
